County_name,STCO,LaborForce00,PrimeAge00,Over65_00,55-64_00,Under25_00,LaborForce,PrimeAge,Over65,55-64,Under25,over65_%_16,over65_%_00,over65_%change,NET_LaborTotal,%_LaborTotal,NET_PrimeAge,%_PrimeAge,NET_Over65,%_Over65,NET_55-64,%_55-64,NET_Under25,%_Under25,CSA,CSA_name
Kent,44003,89909,64562,3528,9986,11833,93842,58632,5571,17996,11643,0.059365742418107034,0.03923967567206842,0.02012606674603861,3933,0.04374423027728036,-5930,-0.0918496948669496,3933,0.5790816326530612,8010,0.8021229721610255,-190,-0.016056790332122033,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Newport,44005,46750,33088,1859,5339,6464,46506,27069,3584,8747,7106,0.07706532490431342,0.03976470588235294,0.03730061902196048,-244,-0.005219251336898396,-6019,-0.18190884912959382,-244,0.9279182356105433,3408,0.6383217831054505,642,0.09931930693069307,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Providence,44007,303889,209315,10605,29366,54603,331586,211140,15424,52269,52753,0.04651583601237688,0.03489761064072737,0.011618225371649513,27697,0.09114183139238341,1825,0.008718916465614027,27697,0.4544082979726544,22903,0.7799155485936117,-1850,-0.03388092229364687,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Washington,44009,67605,46356,2219,7400,11630,68958,37765,4813,14001,12379,0.06979610777574756,0.0328230160491088,0.03697309172663876,1353,0.020013312624805858,-8591,-0.18532660281301233,1353,1.1689950428120774,6601,0.8920270270270271,749,0.06440240756663801,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Austin,48015,11268,7645,494,1368,1761,14233,8286,1030,2764,2153,0.07236703435677651,0.04384096556620518,0.028526068790571325,2965,0.2631345402910898,641,0.08384565075212558,2965,1.0850202429149798,1396,1.0204678362573099,392,0.2226007950028393,288,"Houston-The Woodlands, TX"
Brazoria,48039,112904,83121,2648,10635,16500,166197,114792,7078,23786,20541,0.04258801302069231,0.023453553461347695,0.019134459559344615,53293,0.47202047757386806,31671,0.38102284621214855,53293,1.6729607250755287,13151,1.2365773389750823,4041,0.2449090909090909,288,"Houston-The Woodlands, TX"
Chambers,48071,12353,9110,264,1216,1763,17077,11829,610,2360,2278,0.03572055981729812,0.0213713268032057,0.014349233014092418,4724,0.3824172265846353,2719,0.29846322722283203,4724,1.3106060606060606,1144,0.9407894736842105,515,0.29211571185479296,288,"Houston-The Woodlands, TX"
Collin,48085,275351,213963,5165,23593,32630,480241,335736,20632,69219,54654,0.04296176294818643,0.018757876310599924,0.02420388663758651,204890,0.7441047971498197,121773,0.5691311114538495,204890,2.9945788964181994,45626,1.93387869283262,22024,0.6749616916947594,206,"Dallas-Fort Worth, TX-OK"
Cooke,48097,17255,11548,804,2138,2765,19739,11792,1308,3676,2963,0.06626475505344749,0.04659518980005795,0.01966956525338954,2484,0.14395827296435815,244,0.02112919986144787,2484,0.6268656716417911,1538,0.7193638914873713,198,0.07160940325497288,206,"Dallas-Fort Worth, TX-OK"
Dallas,48113,1123518,807695,32248,96334,187241,1307358,889154,54438,176623,187143,0.04163970389135952,0.028702699912239945,0.012937003979119576,183840,0.1636288871206336,81459,0.1008536638211206,183840,0.6881046886628628,80289,0.8334440592106629,-98,-0.0005233896422257945,206,"Dallas-Fort Worth, TX-OK"
Denton,48121,248793,182240,4427,18171,43955,424430,294390,14975,56563,58502,0.03528261432980703,0.01779390899261635,0.017488705337190682,175637,0.7059563572930107,112150,0.6153972783143108,175637,2.3826519087418117,38392,2.112817126190083,14547,0.33095211011261516,206,"Dallas-Fort Worth, TX-OK"
Ellis,48139,56473,39657,1669,5664,9483,80777,52612,3629,12875,11661,0.044926154722260046,0.029553946133550547,0.0153722085887095,24304,0.43036495316345863,12955,0.3266762488337494,24304,1.1743559017375673,7211,1.2731285310734464,2178,0.22967415374881367,206,"Dallas-Fort Worth, TX-OK"
Fort Bend,48157,174803,134862,3557,15314,21070,344382,235369,14184,56178,38651,0.041186821610885584,0.02034862101909006,0.020838200591795523,169579,0.9701149293776422,100507,0.7452581157034598,169579,2.987630025302221,40864,2.6684079926864306,17581,0.8344091124822022,288,"Houston-The Woodlands, TX"
Galveston,48167,122894,88356,3644,12841,18053,158024,103340,8066,25788,20830,0.051042879562598086,0.029651569645385453,0.021391309917212633,35130,0.2858561036340261,14984,0.16958667209923492,35130,1.2135016465422612,12947,1.0082548088155128,2777,0.15382484905555863,288,"Houston-The Woodlands, TX"
Grayson,48181,53380,36532,2030,5918,8900,60174,37196,3610,10621,8747,0.059992687871838334,0.038029224428624955,0.021963463443213378,6794,0.1272761333832896,664,0.018175845833789554,6794,0.7783251231527094,4703,0.7946941534302129,-153,-0.017191011235955057,206,"Dallas-Fort Worth, TX-OK"
Harris,48201,1653892,1204014,40111,143038,266729,2291752,1568329,90911,316340,316172,0.03966877742443336,0.02425249048910086,0.0154162869353325,637860,0.38567209950831133,364315,0.30258369088731524,637860,1.2664855027299244,173302,1.211580139543338,49443,0.18536792024864188,288,"Houston-The Woodlands, TX"
Henderson,48213,31663,20828,1620,4320,4895,32956,20496,2334,6049,4077,0.07082170166282316,0.051163818968512145,0.019657882694311013,1293,0.040836307361905064,-332,-0.015940080660649125,1293,0.44074074074074077,1729,0.40023148148148147,-818,-0.16710929519918283,206,"Dallas-Fort Worth, TX-OK"
Hood,48221,19150,12757,961,2880,2552,23291,13391,2000,5003,2897,0.08587007857112189,0.05018276762402089,0.035687310947101,4141,0.2162402088772846,634,0.04969820490710982,4141,1.081165452653486,2123,0.7371527777777778,345,0.13518808777429467,206,"Dallas-Fort Worth, TX-OK"
Hopkins,48223,15185,10272,625,1884,2404,16305,10246,1234,2748,2077,0.07568230604109169,0.04115903852486006,0.03452326751623163,1120,0.07375699703654923,-26,-0.0025311526479750777,1120,0.9744,864,0.4585987261146497,-327,-0.1360232945091514,206,"Dallas-Fort Worth, TX-OK"
Hunt,48231,36737,24830,1204,4034,6669,40765,25678,2128,6634,6325,0.052201643566785236,0.03277349810817432,0.019428145458610914,4028,0.109644227890138,848,0.03415223519935562,4028,0.7674418604651163,2600,0.6445215666831928,-344,-0.05158194631878842,206,"Dallas-Fort Worth, TX-OK"
Johnson,48251,62376,44050,1689,6701,9936,75332,49801,3385,12322,9824,0.044934423618117135,0.02707772220084648,0.017856701417270655,12956,0.20770809285622677,5751,0.13055618615209988,12956,1.0041444641799881,5621,0.8388300253693478,-112,-0.011272141706924315,206,"Dallas-Fort Worth, TX-OK"
Kaufman,48257,34843,24848,1081,3827,5087,55002,37055,2317,8149,7481,0.04212574088214974,0.031024883046809976,0.011100857835339761,20159,0.5785667135436099,12207,0.4912669027688345,20159,1.1433857539315448,4322,1.1293441337862555,2394,0.4706113622960488,206,"Dallas-Fort Worth, TX-OK"
Liberty,48291,28548,20083,1023,2925,4517,31313,19479,1799,5118,4917,0.057452176412352694,0.03583438419503993,0.021617792217312762,2765,0.09685442062491242,-604,-0.03007518796992481,2765,0.7585532746823069,2193,0.7497435897435898,400,0.08855435023245517,288,"Houston-The Woodlands, TX"
Matagorda,48321,16438,11524,738,1591,2585,17189,10455,938,2860,2936,0.054569783000756295,0.044895972746076165,0.009673810254680129,751,0.04568682321450298,-1069,-0.09276292953835474,751,0.27100271002710025,1269,0.7976115650534256,351,0.1357833655705996,288,"Houston-The Woodlands, TX"
Montgomery,48339,143259,103769,3666,14975,20849,252207,165774,12921,42090,31422,0.051231726320046626,0.025590015286997676,0.02564171103304895,108948,0.7604967227189915,62005,0.5975291271959834,108948,2.5245499181669393,27115,1.8106844741235393,10573,0.5071226437718835,288,"Houston-The Woodlands, TX"
Navarro,48349,20051,13549,933,2407,3162,22402,13828,1361,3753,3460,0.060753504151415054,0.04653134507007132,0.014222159081343735,2351,0.11725100992469203,279,0.020591925603365563,2351,0.4587352625937835,1346,0.5592023265475696,298,0.09424414927261227,206,"Dallas-Fort Worth, TX-OK"
Palo Pinto,48363,12639,8397,591,1536,2115,12806,7792,1025,2106,1883,0.08004060596595346,0.04676002848326608,0.033280577482687375,167,0.013213070654323918,-605,-0.0720495415029177,167,0.7343485617597293,570,0.37109375,-232,-0.10969267139479906,206,"Dallas-Fort Worth, TX-OK"
Parker,48367,43493,30633,1493,5185,6182,61346,38866,3454,11264,7762,0.05630358947608646,0.03432736302393489,0.021976226452151575,17853,0.4104798473317545,8233,0.26876244572846275,17853,1.3134628265237775,6079,1.172420443587271,1580,0.25558071821417017,206,"Dallas-Fort Worth, TX-OK"
Rockwall,48397,21995,16321,525,2380,2769,45276,30540,2202,6901,5633,0.048635038430956797,0.023869061150261422,0.024765977280695375,23281,1.0584678335985451,14219,0.8712088720053919,23281,3.1942857142857144,4521,1.899579831932773,2864,1.0343084145901047,206,"Dallas-Fort Worth, TX-OK"
Somervell,48425,3269,2348,138,327,456,3807,2415,320,533,539,0.08405568689256633,0.04221474457020496,0.04184094232236137,538,0.16457632303456715,67,0.028534923339011926,538,1.318840579710145,206,0.6299694189602446,83,0.18201754385964913,206,"Dallas-Fort Worth, TX-OK"
Tarrant,48439,752129,543920,18415,66087,123707,1010529,680877,41407,142630,145615,0.04097556824198019,0.02448383189585829,0.0164917363461219,258400,0.34355808644527736,136957,0.2517962200323577,258400,1.2485473798533804,76543,1.1582156853844174,21908,0.17709587978044897,206,"Dallas-Fort Worth, TX-OK"
Trinity,48455,5379,3658,325,674,722,5348,3115,620,1037,576,0.11593118922961855,0.06042015244469232,0.05551103678492623,-31,-0.005763153002416806,-543,-0.1484417714598141,-31,0.9076923076923077,363,0.5385756676557863,-146,-0.20221606648199447,288,"Houston-The Woodlands, TX"
Walker,48471,24769,14745,555,1913,7556,23858,13223,1202,3209,6224,0.050381423421912985,0.022407041059388753,0.027974382362524232,-911,-0.036779845774960636,-1522,-0.10322143099355714,-911,1.1657657657657658,1296,0.6774699424986932,-1332,-0.17628374801482266,288,"Houston-The Woodlands, TX"
Waller,48473,15896,9621,563,1542,4170,22441,11803,1316,3165,6157,0.058642662982933025,0.03541771514846502,0.023224947834468004,6545,0.4117388022143936,2182,0.22679555139798357,6545,1.3374777975133214,1623,1.0525291828793775,1987,0.47649880095923264,288,"Houston-The Woodlands, TX"
Washington,48477,14127,9158,641,1518,2810,15429,9262,852,3039,2276,0.05522068831421349,0.04537410632122885,0.009846581992984639,1302,0.0921639413888299,104,0.011356191308145884,1302,0.3291731669266771,1521,1.0019762845849802,-534,-0.1900355871886121,288,"Houston-The Woodlands, TX"
Wharton,48481,18682,12777,881,2005,3019,19523,12027,1184,3580,2732,0.060646417046560465,0.04715769189594262,0.013488725150617845,841,0.0450165935124719,-750,-0.058699225170227756,841,0.3439273552780931,1575,0.7855361596009975,-287,-0.09506459092414707,288,"Houston-The Woodlands, TX"
Wise,48497,23700,16759,830,2665,3446,29012,18669,1436,5054,3853,0.049496759961395284,0.0350210970464135,0.014475662914981785,5312,0.22413502109704642,1910,0.11396861387910973,5312,0.7301204819277108,2389,0.8964352720450282,407,0.11810795124782357,206,"Dallas-Fort Worth, TX-OK"
Arlington,51013,120803,91696,2871,10223,16013,149956,113560,5805,16610,13981,0.03871135533089706,0.023765966077001398,0.014945389253895665,29153,0.24132678824201387,21864,0.23844006281626243,29153,1.0219435736677116,6387,0.6247676807199453,-2032,-0.1268968962717792,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Clarke,51043,6712,4871,353,886,602,7394,4351,559,1652,832,0.07560183932918582,0.05259237187127533,0.023009467457910493,682,0.10160905840286055,-520,-0.10675425990556354,682,0.5835694050991501,766,0.8645598194130926,230,0.38205980066445183,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Culpeper,51047,16832,12131,602,1734,2365,24411,15973,1244,4045,3149,0.050960632501741016,0.03576520912547528,0.015195423376265733,7579,0.45027328897338403,3842,0.31670925727475063,7579,1.0664451827242525,2311,1.3327566320645905,784,0.3315010570824524,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fairfax,51059,548812,412048,14662,62724,59378,646463,432455,34801,109276,69931,0.053832933980753735,0.02671588813655678,0.027117045844196955,97651,0.17793160499405988,20407,0.04952578340387528,97651,1.373550675214841,46552,0.7421720553536126,10553,0.17772575701438242,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fauquier,51061,29446,21304,940,3726,3476,36682,22912,2673,6487,4610,0.0728695272885884,0.03192284181213068,0.040946685476457724,7236,0.2457379610133804,1608,0.07547878332707472,7236,1.8436170212765957,2761,0.741009125067096,1134,0.32623705408515535,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Frederick,51069,31787,22924,965,3583,4315,44363,28182,2405,8085,5691,0.05421184320266889,0.030358322584704438,0.023853520617964453,12576,0.39563343505206533,5258,0.22936660268714013,12576,1.4922279792746114,4502,1.2564889757186715,1376,0.31888760139049827,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Loudoun,51107,95686,76182,1991,8054,9459,203298,147248,7725,26404,21921,0.03799840628043562,0.02080764166126706,0.017190764619168557,107612,1.1246368329745209,71066,0.9328450290094773,107612,2.8799598191863387,18350,2.278370995778495,12462,1.3174754202346972,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Prince William,51153,157254,117961,2334,13505,23454,244658,170961,8158,33456,32083,0.033344505391199146,0.014842229768400168,0.018502275622798978,87404,0.5558141605300978,53000,0.4493010401742949,87404,2.49528706083976,19951,1.4773047019622363,8629,0.3679116568602371,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Rappahannock,51157,3672,2600,192,544,336,3643,2039,413,813,378,0.11336810321163876,0.05228758169934641,0.06108052151229235,-29,-0.00789760348583878,-561,-0.21576923076923077,-29,1.1510416666666667,269,0.4944852941176471,42,0.125,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Spotsylvania,51177,47747,35577,1210,4436,6524,67729,44738,2762,10507,9722,0.0407801680225605,0.02534190629777787,0.015438261724782631,19982,0.41849749722495655,9161,0.2574978216263316,19982,1.2826446280991735,6071,1.368575293056808,3198,0.4901900674432863,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Stafford,51179,50424,38027,1000,4200,7197,73555,49524,2408,10656,10967,0.032737407382230986,0.019831826114548628,0.012905581267682358,23131,0.4587299698556243,11497,0.302337812606832,23131,1.408,6456,1.5371428571428571,3770,0.5238293733500069,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Warren,51187,16257,11747,607,1616,2287,19931,12617,1089,3639,2586,0.054638502834779994,0.037337762194746875,0.01730074064003312,3674,0.22599495601894568,870,0.0740614625010641,3674,0.7940691927512356,2023,1.2518564356435644,299,0.13073895933537386,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Alexandria,51510,80949,63050,1843,7039,9017,99345,75657,4429,12498,6761,0.044582012179777544,0.02276742146289639,0.021814590716881153,18396,0.2272541970870548,12607,0.1999524187153053,18396,1.4031470428648942,5459,0.7755362977695696,-2256,-0.25019407785294445,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fairfax,51600,12361,8882,456,1517,1506,13312,8650,675,2401,1586,0.050706129807692304,0.03689021923792574,0.013815910569766568,951,0.07693552301593722,-232,-0.026120243188471066,951,0.48026315789473684,884,0.5827290705339486,80,0.05312084993359894,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Falls Church,51610,6072,4675,232,725,440,8180,5248,681,1482,769,0.0832518337408313,0.03820816864295125,0.04504366509788005,2108,0.347167325428195,573,0.1225668449197861,2108,1.9353448275862069,757,1.0441379310344827,329,0.7477272727272727,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fredericksburg,51630,10906,6144,492,905,3365,15145,9331,560,1843,3411,0.03697589963684384,0.045112781954887216,-0.008136882318043374,4239,0.3886851274527783,3187,0.5187174479166666,4239,0.13821138211382114,938,1.03646408839779,46,0.013670133729569094,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Manassas,51683,19118,14301,361,1338,3118,23274,15760,860,3316,3338,0.036951104236487065,0.018882728318861806,0.018068375917625258,4156,0.21738675593681347,1459,0.10202083770365708,4156,1.3822714681440442,1978,1.4783258594917787,220,0.07055805003207184,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Manassas Park,51685,5672,4388,107,310,867,8551,6468,217,1116,750,0.02537714887147702,0.01886459802538787,0.0065125508460891525,2879,0.5075811001410437,2080,0.4740200546946217,2879,1.02803738317757,806,2.6,-117,-0.13494809688581316,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Winchester,51840,12777,8498,628,1226,2425,13562,8809,760,1909,2084,0.0560389323108686,0.0491508178758707,0.0068881144349978995,785,0.06143852234483838,311,0.03659684631678042,785,0.21019108280254778,683,0.5570962479608483,-341,-0.14061855670103093,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Island,53029,34866,24309,961,3561,6035,39452,22372,2883,7602,6595,0.07307614316130995,0.027562668502265818,0.04551347465904413,4586,0.13153215166637985,-1937,-0.07968242214817557,4586,2.0,4041,1.134793597304128,560,0.0927920463960232,500,"Seattle-Tacoma, WA"
King,53033,974767,724781,23948,89103,136935,1175087,812194,49420,179496,133977,0.04205646050037146,0.0245679223855547,0.01748853811481676,200320,0.2055055208065107,87413,0.12060608652820645,200320,1.0636378820778354,90393,1.0144776270159255,-2958,-0.02160148975791434,500,"Seattle-Tacoma, WA"
Kitsap,53035,115055,83140,2324,10522,19069,129447,78146,6271,22766,22264,0.04844453714647694,0.020199035244013733,0.028245501902463204,14392,0.12508800139063925,-4994,-0.06006735626653837,14392,1.6983648881239242,12244,1.1636570994107585,3195,0.16754942576957366,500,"Seattle-Tacoma, WA"
Lewis,53041,29595,20624,772,3518,4681,32658,20560,1675,5908,4515,0.05128911752097495,0.02608548741341443,0.025203630107560524,3063,0.10349721236695388,-64,-0.0031031807602792862,3063,1.1696891191709844,2390,0.679363274587834,-166,-0.035462508011108736,500,"Seattle-Tacoma, WA"
Mason,53045,21217,14876,726,2564,3051,25354,15800,1496,4946,3112,0.059004496331939736,0.03421784418155253,0.02478665215038721,4137,0.19498515341471462,924,0.062113471363269696,4137,1.0606060606060606,2382,0.9290171606864275,61,0.019993444772205833,500,"Seattle-Tacoma, WA"
Pierce,53053,352677,254020,8029,31285,59343,422116,275930,17118,65335,63733,0.040552833818192156,0.022765873589715234,0.017786960228476922,69439,0.19689120640132474,21910,0.0862530509408708,69439,1.132021422344003,34050,1.088381013265143,4390,0.0739767116593364,500,"Seattle-Tacoma, WA"
Skagit,53057,49692,34532,1526,5371,8263,57087,34709,3323,11020,8035,0.05820939968819521,0.03070916847782339,0.02750023121037182,7395,0.14881671093938661,177,0.005125680528205722,7395,1.1775884665792922,5649,1.0517594488921989,-228,-0.02759288394045746,500,"Seattle-Tacoma, WA"
Snohomish,53061,322533,238216,7212,28496,48609,407615,269086,16304,69552,52673,0.03999852802276658,0.02236050264624085,0.01763802537652573,85082,0.26379316225006433,30870,0.12958827282802163,85082,1.2606766500277315,41056,1.4407636159460977,4064,0.08360591659980662,500,"Seattle-Tacoma, WA"
Thurston,53067,108808,78118,2397,11236,17057,134760,86883,5795,23927,18155,0.043002374591867024,0.022029630174251892,0.02097274441761513,25952,0.23851187412690245,8765,0.11220205330397603,25952,1.4176053400083437,12691,1.1294944820220718,1098,0.06437239842879756,500,"Seattle-Tacoma, WA"
Berkeley,54003,38040,27631,1003,3564,5842,56004,37335,2533,8663,7473,0.045228912220555674,0.026366982124079917,0.018861930096475757,17964,0.4722397476340694,9704,0.3511997394231117,17964,1.5254237288135593,5099,1.430695847362514,1631,0.27918521054433415,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Hampshire,54027,9056,6431,350,1063,1212,9700,6402,440,1813,1045,0.04536082474226804,0.03864840989399293,0.00671241484827511,644,0.071113074204947,-29,-0.004509407557145078,644,0.2571428571428571,750,0.7055503292568204,-167,-0.1377887788778878,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Jefferson,54037,22669,15828,737,2454,3650,29404,18728,1738,5268,3670,0.059107604407563595,0.032511359124795976,0.02659624528276762,6735,0.29710176893555074,2900,0.18321961081627497,6735,1.3582089552238805,2814,1.1466992665036675,20,0.005479452054794521,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Kenosha,55059,77980,55476,1895,7099,13510,88879,58245,2995,13362,14277,0.0336974988467467,0.024301102846883818,0.009396395999862882,10899,0.1397666068222621,2769,0.04991347609777201,10899,0.5804749340369393,6263,0.8822369347795465,767,0.05677276091783864,176,"Chicago-Naperville, IL-IN-WI"
Pierce,55093,22165,13868,621,1839,5837,23604,13421,1000,3881,5302,0.04236570072869005,0.028017144146176405,0.014348556582513647,1439,0.06492217459959396,-447,-0.03223247764638015,1439,0.6103059581320451,2042,1.1103860793909734,-535,-0.09165667294843241,378,"Minneapolis-St. Paul, MN-WI"
St. Croix,55109,35867,26097,1024,3228,5518,48805,32472,1851,8192,6290,0.037926441962913636,0.028549920539771935,0.009376521423141701,12938,0.3607215546323919,6375,0.2442809518335441,12938,0.8076171875,4964,1.5377942998760843,772,0.13990576295759333,378,"Minneapolis-St. Paul, MN-WI"
